id;titre;adrs_numvoie;adrs_typevoie;adrs_libvoie;adrs_codepostal;adrs_libcommune;adrg_libvoie;address_processed;adrg_pays;siteweb
W011000183;LES AMIS DU PATRIMOINE DE L'ABERGEMENT DE VAREY;;HAME1;de Côte Savin;1640;L'   Abergement-de-Varey;hameau de Côte Savin;hameau de Côte Savin;FRANCE;
W011000184;ASSSOCIATION DE LA PLACE DU FOUR;24;PAS;Laresse;1350;Culoz;24  PASSAGE LARESSE;24  PASSAGE LARESSE;FRANCE;
W011000185;AMICALE DES SAPEURS POMPIERS DU GROUPEMENT BRIORD, MONTAGNIEU, SERRIERES (AMICALE DES SAPEURS-POMPIERS BMS);;;;1470;Montagnieu;;  ;FRANCE;
W011000186;LES AMIS DE LA MUSIQUE - LAM;11;RUE;Charles Pigeon;1360;Loyettes;102 RUE DES ROCHES;102 RUE DES ROCHES;FRANCE;
W011000187;LA COMPAGNIE MIRESSANCE;;PL;de la Mairie;1150;Blyes;PLACE DE LA MAIRIE;PLACE DE LA MAIRIE;FRANCE;
W011000188;GROUPEMENT D'ENTRAIDE DU PERSONNEL DES SERVICES MUNICIPAUX DE LA VILLE D'AMBERIEU EN BUGEY;;;;1500;Ambérieu-en-Bugey;;  ;FRANCE;
W011000189;AMICALE DES CLASSES EN 9;;RUE;de la Mairie;1350;Culoz;23 Rue de la Millette;23 Rue de la Millette;FRANCE;
W011000190;LES COULEURS DE CHANAY;;;;1420;Chanay;;  ;FRANCE;
W011000191;YOGA OUVERTURE DISCIPLINE (Y.O.D.);;RUE;de la Poste;1500;Ambronay;5 RUE DU GAUCHON;5 RUE DU GAUCHON;FRANCE;
W011000192;GYMNASTIQUE SERRIEROISE;;;Mairie;1470;Serrières-de-Briord;10F RUE DU DAUPHINÉ;10F RUE DU DAUPHINÉ;FRANCE;
W011000193;GROUPEMENT D'INTERET CYNEGETIQUE DE L'ALBARINE-BUIZIN;;;;1500;Ambérieu-en-Bugey;;  ;FRANCE;
W011000194;LES AMBRONS PECHEURS;;;;1500;Ambronay;;  ;FRANCE;
W011000195;UNION MUSICALE DE L'ALBARINE;;;;1230;Saint-Rambert-en-Bugey;;  ;FRANCE;
W011000196;BLEU 16 RHONE-ALPES;;;Le Crapier;1150;Saint-Sorlin-en-Bugey;Le Crapier;Le Crapier;FRANCE;
W011000197;BRIDGE CLUB DU VALROMEY;;;;1260;Belmont-Luthézieu;;  ;FRANCE;
W011000198;MARCHE & REVE PROD.  (L'AMER);111;IMP;Gauguin;1300;Belley;111  impasse Gauguin;111  impasse Gauguin;FRANCE;
W011000199;GROUPEMENT DINTERÊT CYNEGETIQUE BAS-BUGEY;31;CHEM1;de la Bretonnas;1300;Brens;;31 CHEM1 de la Bretonnas;FRANCE;
W011000200;ASSOCIATION TENNIS D ORDONNAZ;;;Mairie;1510;Ordonnaz;Mairie;Mairie;FRANCE;
W011000201;SYNDICAT COMMUNAL DES PROPRIETAIRES RIVERAINS DE PECHE ET PISCICULTURE DU GLAND;;;;1300;Saint-Bois;;  ;FRANCE;
W011000202;COMITE DES FETES DE MURS-GELIGNIEUX;113;IMP;des Crêts;1300;Murs-et-Gélignieux;113  IMPASSE DES CRÊTS;113  IMPASSE DES CRÊTS;FRANCE;
W011000203;FÉDÉRATION POUR LE COLLÈGE MARIA MONTESSORI;8;RUE;Barrier;69006;Lyon;100 rue Bugeaud;100 rue Bugeaud;FRANCE;www.montessori-aiglons.com
W011000204;ENSEMBLE, VOIX DE FEMMES;;PL;de l'Hôtel de Ville;1350;Culoz;; PL de l'Hôtel de Ville;FRANCE;
W011000205;LES AMIS DU FOUR A PAIN;550;RTE;de Lagnieu;1150;Blyes;550  route de Lagnieu;550  route de Lagnieu;FRANCE;
W011000206;SAINT-HUBERT;;;;1510;Virieu-le-Grand;;  ;FRANCE;
W011000207;ENTENTE CYCLOTOURISTE DE L'ALBARINE,  BETTANT,  SAINT-DENIS-EN-BUGEY;;;;1500;Bettant;;  ;FRANCE;
W011000208;COMITE DES FETES DE LA COMMUNE DE SOUCLIN;;;;1150;Souclin;;  ;FRANCE;
W011000209;LE COIN DES COP'AIN;;;;1150;Blyes;;  ;FRANCE;
W011000210;MEMOIRES D'AUTREFOIS;;GRAN3;;1500;Ambronay;225  RUE DES BALLAGNES;225  RUE DES BALLAGNES;FRANCE;
W011000211;LES MOUFLETS;;;;1260;Lompnieu;;  ;FRANCE;
W011000212;LE FOUR ROTHONOLAND;;;;1300;Chazey-Bons;;  ;FRANCE;
W011000213;MOQUIN RACING TEAM;209;RUE;du Colombier;1300;Arbignieu;;209 RUE du Colombier;FRANCE;
W011000214;LE TRAIT D'UNION;10;RUE;de la commune 1871;1500;Ambérieu-en-Bugey;74 Avenue Paul Painlevé;74 Avenue Paul Painlevé;FRANCE;
W011000215;COMITE DE SAUVEGARDE DU GRAND DUNOIS ET DU PATRIMOINE VITICOLE AMBARROIS;;;;1500;Ambérieu-en-Bugey;;  ;FRANCE;
W011000216;ASSOCIATION LOCALE POUR LE CULTE DES TEMOINS DE JEHOVAH DE HAUTEVILLE-LOMPNES;40;RUE;Centrale;1110;Hauteville-Lompnes;PONT DE PRéAU;PONT DE PRéAU;FRANCE;
W011000217;UNION COMMERCIALE ET ARTISANALE DE BELLEY;11;BD;de Verdun;1300;Belley;...;...;FRANCE;
W011000218;CLUB D'ESCALADE DE SAINT VULBAS;;;;1150;Saint-Vulbas;rue Claire Fontaine;rue Claire Fontaine;FRANCE;
W011000219;BOUGEZ BUGEY;;RUE;des Pelands;1510;Virieu-le-Grand;; RUE des Pelands;FRANCE;
W011000220;ENSEMBLE CHORUS;;;;1510;Virieu-le-Grand;;  ;FRANCE;
W011000221;AMICALE CHASSE D'ANGRIERES;;;;1230;Saint-Rambert-en-Bugey;;  ;FRANCE;
W011000222;ACTION PME;;;;1300;Belley;;  ;FRANCE;
W011000223;ASSOCIATION DE JEUNESSE, D'EDUCATION POPULAIRE DE BREGNIER CORDON ET DES ENVIRONS;;;Mairie;1300;Brégnier-Cordon;Mairie;Mairie;FRANCE;
W011000224;MON P'TIT DE M'A DIT;15;IMP;des Fontaines;1300;Nattages;15  impasse des Fontaines;15  impasse des Fontaines;FRANCE;
W011000225;L'AEROFORT;14;RUE;du Verger;1350;Anglefort;14  rue du Verger;14  rue du Verger;FRANCE;
W011000226;ASSOCIATION COMMUNALE DE CHASSEURS LA DEMOISELLE;;RUE;des deux fontaines;1150;Villebois;RUE DES DEUX FONTAINES;RUE DES DEUX FONTAINES;FRANCE;
W011000227;AMICALE BOULE DE TIRET;120 bis;RUE;Alexandre Bérard;1500;Ambérieu-en-Bugey;;120 bis RUE Alexandre Bérard;FRANCE;
W011000228;COMITE DE FLEURISSEMENT D'AMBRONAY;;;;1500;Ambronay;;  ;FRANCE;
W011000229;ANCIENS JOUEURS DU RUGBY RAMBERTOIS;;;Stade de la Craz;1230;Saint-Rambert-en-Bugey;Stade de la Craz;Stade de la Craz;FRANCE;
W011000230;TERRES D'ALBARINE;7;AV;de l'Europe;1230;Saint-Rambert-en-Bugey;7 avenue de l'Europe;7 avenue de l'Europe;FRANCE;
W011000231;FESTY'CHALEY;;;;1230;Chaley;;  ;FRANCE;
W011000232;ERIC GRAND MUSIQUE (EGM);10;MONT1;de l'Eglise;1500;Saint-Maurice-de-Rémens;10  MONTéE DE L'EGLISE;10  MONTéE DE L'EGLISE;FRANCE;
W011000233;UNION FEDERALE DES ANCIENS COMBATTANTS ET VICTIMES DE GUERRE DE L'AIN (SECTION D'AMBERIEU);;;;1500;Ambérieu-en-Bugey;;  ;FRANCE;
W011000234;LA GAULE DU NANT;;;;1680;Groslée;;  ;FRANCE;
W011000235;COMITE DES ANCIENS COMBATTANTS D'ALGERIE DU CANTON DE LHUIS;;;;1470;Serrières-de-Briord;;  ;FRANCE;
W011000236;COMITE D'ENTRAIDE DU PERSONNEL DE LA VILLE DE LOYETTES;;;;1360;Loyettes;;  ;FRANCE;
W011000237;FESTIVAL DE L'IMPROVISATION ET DE L'EPHEMERE;;PL;;1110;Hauteville-Lompnes;; PL ;FRANCE;
W011000238;GYM ENTRETIEN MIXTE;;RUE;de la Libération;1500;SAINT MAURICE DE REMENS;; RUE de la Libération;FRANCE;
W011000239;INITIATIVE PLAINE DE L'AIN COTIERE;;ALL;des Lilas;1150;Saint-Vulbas;1719 ROUTE DE GENÈVE;1719 ROUTE DE GENÈVE;FRANCE;http://www.initiative-plainedelaincotiere.com
W011000240;SOU DES ECOLES LAIQUES ET D'EDUCATION POPULAIRE DE BETTANT;;;;1500;Bettant;;  ;FRANCE;
W011000241;GROUPEMENT ECONOMIQUE AMBARROIS;;;chemin de la Vie au Loup;1500;Ambérieu-en-Bugey;CHEMIN DE LA VIE AU LOUP;CHEMIN DE LA VIE AU LOUP;FRANCE;
W011000242;LES AMIS DU PAYS DE LHUIS;151;RUE;du Mollard;1680;Lhuis;151  RUE DU MOLLARD;151  RUE DU MOLLARD;FRANCE;
W011000243;AMICALE CLASSE 46 DE CORBONOD ET ENVIRONS;;;;1420;Corbonod;;  ;FRANCE;
W011000244;GROUPEMENT DES AMBULANCIERS DU PLATEAU D'HAUTEVILLE;;PL;de l'Hôtel de Ville;1110;Hauteville-Lompnes;; PL de l'Hôtel de Ville;FRANCE;
W011000245;OFFICE DE TOURISME CULOZ - GRAND COLOMBIER - MARAIS DE LAVOURS;;RUE;de la Mairie;1350;Culoz;; RUE de la Mairie;FRANCE;
W011000246;AMICALE DES SAPEURS POMPIERS DE SEYSSEL;;RUE;en Cabaret;1420;Seyssel;RUE EN CABARET;RUE EN CABARET;FRANCE;
W011000247;ARTHÉMUS;;PL;Jules Ferry;1500;Ambérieu-en-Bugey;PLACE JULES FERRY;PLACE JULES FERRY;FRANCE;
W011000248;AMICALE DES JOYEUX COSAQUES;;;;1500;Ambérieu-en-Bugey;;  ;FRANCE;
W011000249;SOCIETE DE CHASSE LA SAINT-HUBERT DE CHAZEY-SUR-AIN;;;;1150;Chazey-sur-Ain;;  ;FRANCE;
W011000250;AMICALE DES SAPEURS POMPIERS D'AMBRONAY;;;;1500;Ambronay;;  ;FRANCE;
W011000251;RESTAURANT SCOLAIRE DE LAGNIEU;;RUE;de la Charmette;1150;Lagnieu;; RUE de la Charmette;FRANCE;
W011000252;SOCIETE AMICALE DES SAPEURS POMPIERS D'ARANC;;;;1110;Aranc;;  ;FRANCE;
W011000253;AMBARROIS PASSIONNEMENT;;RUE;des Apôtres;1500;Ambérieu-en-Bugey;RUE DE LA BIBETTE;RUE DE LA BIBETTE;FRANCE;
W011000254;L' ANE EN BUGEY;137;AV;Paul Chastel;1300;Belley;137 AVENUE PAUL CHASTEL;137 AVENUE PAUL CHASTEL;FRANCE;
W011000255;L'ATELIER DES LONES;106;RUE;des Lauzes;1300;Izieu;106  RUE DES LAUZES;106  RUE DES LAUZES;FRANCE;
W011000256;LES AMIS DE CLAIR LOGIS;434;RUE;Nationale;1110;Hauteville-Lompnes;CHEMIN DE COL DE VALORSE;CHEMIN DE COL DE VALORSE;FRANCE;
W011000257;LES VAURIENS;;;;1150;Vaux-en-Bugey;537 Route de Lagnieu;537 Route de Lagnieu;FRANCE;
W011000258;AMICALE DES SAPEURS-POMPIERS DE CLEYZIEU;;QUAR;Bas;1230;Cleyzieu;RUE PRINCIPALE;RUE PRINCIPALE;FRANCE;
W011000259;AGENCE COM & CO;67 bis;RUE;Henry Dunant;1350;Culoz;67 BIS RUE HENRY DUNANT;67 BIS RUE HENRY DUNANT;FRANCE;
W011000260;ASSOCIATION DES PARENTS D'ELEVES DE MATERNELLES ET DE PRIMAIRES DE LOYETTES;30;RUE;du Carillon;1360;Loyettes;5 RUE DU CARILLON;5 RUE DU CARILLON;FRANCE;
W011000261;TERRE A TERRE;;PL;de la Mairie;1150;Blyes;873 ROUTE DE LAGNIEU;873 ROUTE DE LAGNIEU;FRANCE;
W011000262;GALERIE D'ART DU QUAI;;;;1230;Saint-Rambert-en-Bugey;;  ;FRANCE;
W011000263;SOCIETE COMMUNALE DE CHASSE DE TORCIEU;;;;1230;Torcieu;;  ;FRANCE;
W011000264;ASSOCIATION SPORTIVE DES CHEMINOTS D'AMBERIEU PETANQUE - A.S.C.A. PETANQUE;36;RUE;Noblemaire;1500;Ambérieu-en-Bugey;36 rue Noblemaire;36 rue Noblemaire;FRANCE;
W011000265;CLUB DES ENTREPRISES DU PARC INDUSTRIEL DE LA PLAINE DE L'AIN;;;Parc industriel Plaine de l'Ain;1150;Saint-Vulbas;;  Parc industriel Plaine de l'Ain;FRANCE;
W011000266;AMB'BOIS - ASSOCIATION BUGISTE DES AMIS DU BOIS;;RUE;du Repos;1500;Ambérieu-en-Bugey;rue du Repos;rue du Repos;FRANCE;
W011000267;ORCHESTRE D'HARMONIE DE BELLEY;13;BD;de Verdun;1300;Belley;13 BOULEVARD DE VERDUN;13 BOULEVARD DE VERDUN;FRANCE;
W011000268;BUGEY COTE FERMES;;RPT;Jean Monnet;1300;Belley;ROND-POINT JEAN MONNET;ROND-POINT JEAN MONNET;FRANCE;
W011000269;ASSOCIATION CYCLO BUGEY BELLEY;;;Mairie;1300;Belley;Mairie;Mairie;FRANCE;
W011000270;ASSOCIATION DES JOUEURS DE TAROT DE LOYETTES;11;RUE;Charles Pigeon;1360;Loyettes;30 RUE DE LA TROMPETTE;30 RUE DE LA TROMPETTE;FRANCE;
W011000271;AERO-CLUB DE BELLEY-PEYRIEU;;;;1300;Peyrieu;;  ;FRANCE;
W011000272;MAISON DES JEUNES ET DE LA CULTURE D'AMBERIEU EN BUGEY (MJC);;PL;Jules Ferry;1500;Ambérieu-en-Bugey;52 rue de la république;52 rue de la république;FRANCE;
W011000273;COMITE DES FETES DE LAVOURS;;;;1350;Lavours;;  ;FRANCE;
W011000274;RETRAITE SPORTIVE AMBARROISE;;AV;de Mering;1500;Ambérieu-en-Bugey;67 RUE  ALEXANDRE BéRARD;67 RUE  ALEXANDRE BéRARD;FRANCE;
W011000275;EGLISE PROTESTANTE EVANGELIQUE DE BELLEY;19;AV;Alsace-Lorraine;1300;Belley;19  AVENUE ALSACE-LORRAINE;19  AVENUE ALSACE-LORRAINE;FRANCE;
W011000276;PIC ET PIC ET CORPS ET GRAPHE;3;ALL;de la Closette;1510;Artemare;ZA LA PÉLISSIÈRE;ZA LA PÉLISSIÈRE;FRANCE;
W011000277;ASSOCIATION DES JEUNES 2000;;;;1500;Ambronay;;  ;FRANCE;
W011000278;CONSCRITS D'HAUTEVILLE-LOMPNES;535;RUE;du Bief Chapuis;1110;Hauteville-Lompnes;535 RUE DU BIEF CHAPUIS;535 RUE DU BIEF CHAPUIS;FRANCE;
W011000279;AMICALE COMITE DES FETES DE PROULIEU;;;Proulieu;1150;Lagnieu;Proulieu;Proulieu;FRANCE;
W011000280;ASSOCIATION SPORTIVE DES BORDS DU RHONE;;;;1150;Sault-Brénaz;;  ;FRANCE;
W011000281;'ASSOCIATION POUR LA PROMOTION DE LA MEDECINE D'URGENCE A L'HOPITAL DE BELLEY'.;52;RUE;Georges Girerd;1300;Belley;;52 RUE Georges Girerd;FRANCE;
W011000282;AUTOMNE;;;;1680;Lhuis;;  ;FRANCE;
W011000283;LA PALETTE DES ARTS D'AMBRONAY;;;;1500;Ambronay;;  ;FRANCE;
W011000284;SAINT DENIS EN BUGEY, AMBUTRIX FOOTBALL CLUB;29;RUE;du Docteur Charcot;1500;Saint-Denis-en-Bugey;99 RUE PASTEUR;99 RUE PASTEUR;FRANCE;
W011000285;L'ACCROCHE CHOEUR;11;RUE;Charles Pigeon;1360;Loyettes;7 IMPASSE DES TOURNESOLS;7 IMPASSE DES TOURNESOLS;FRANCE;
W011000286;LES FANS-JOE;190;;Le Chênet;1300;Brens;190  Le Chênet;190  Le Chênet;FRANCE;
W011000287;LA TRILLE EN VRILLE !;;IMP;de Taleaud;1420;Corbonod;impasse de Taleaud;impasse de Taleaud;FRANCE;
W011000288;ASSOCIATION DE PARENTS D'ELEVES DE L'ENSEIGNEMENT LIBRE (APEL) DE L'ECOLE JEANNE D'ARC;30;RUE;Charles de Gaulle;1150;Lagnieu;473 RUE DU CHARVEYRON;473 RUE DU CHARVEYRON;FRANCE;
W011000289;COMITE D'ANIMATION DE LA COMMUNE D'ARANC  LA RANDOILLE;;;;1110;Aranc;;  ;FRANCE;
W011000290;ASSOCIATION INTERGENERATIONNELLE DES AMBARROIS (A.I.D.A.);;PL;Pierre Sémard;1500;Ambérieu-en-Bugey;place Pierre Sémard;place Pierre Sémard;FRANCE;
W011000291;FOYER SOCIO EDUCATIF DU COLLEGE DE LA PLAINE DE L'AIN;59;RUE;du Collège;1150;Leyment;59  RUE DU COLLèGE;59  RUE DU COLLèGE;FRANCE;
W011000292;CLUB DES AINES DE BLYES;;;;1150;Blyes;;  ;FRANCE;
W011000293;FOYER POUR FAMILLES D'HOSPITALISES A HAUTEVILLE;434;RUE;Nationale;1110;Hauteville-Lompnes;434 rue Nationale;434 rue Nationale;FRANCE;
W011000294;INITIATIVES POUR UN DEVELOPPEMENT EQUITABLE ET SOLIDAIRE (I.D.E.S.);127;RUE;du Tiret;1500;Ambérieu-en-Bugey;127 rue du Tiret;127 rue du Tiret;FRANCE;
W011000295;ASSOCIATION COMMUNALE DE CHASSE DE LOMPNIEU;;;;1260;Lompnieu;;  ;FRANCE;
W011000296;LES QUADEURS BALLAD'AIN;399;RUE;du Coteillon;1150;Lagnieu;399  rue du Coteillon;399  rue du Coteillon;FRANCE;
W011000297;AMICALE CLASSE 1969 D'AMBERIEU-EN-BUGEY ET SON CANTON;;;;1500;Ambérieu-en-Bugey;;  ;FRANCE;
W011000298;COMITE DES FETES DE THEZILLIEU;;;;1110;Thézillieu;;  ;FRANCE;
W011000299;RANDO DES TROIS MONTS;;;;1640;L'   Abergement-de-Varey;;  ;FRANCE;
W011000300;LES CONSCRITS DE LHUIS;;;;1680;Lhuis;;  ;FRANCE;
W011000301;TENNIS-CLUB D'ANGLEFORT;;;;1350;Anglefort;;  ;FRANCE;
W011000302;"AMICALE BLYES AUTREMENT ""A.B.A.""";;;;1150;Blyes;;  ;FRANCE;
W011000303;AMICALE DES CLASSES;;;;1470;Serrières-de-Briord;;  ;FRANCE;
W011000304;SOU DES ECOLES ET D'EDUCATION POPULAIRE DE MONTAGNIEU;;;;1470;Montagnieu;;  ;FRANCE;
W011000305;AMICALE DES SAPEURS-POMPIERS D'ARTEMARE;;RTE;de Lyon;1510;Artemare;; RTE de Lyon;FRANCE;
W011000306;AMBERIEU POUR TOUS 2014 - 2020;31;ALL;Alfred Rocheray;1500;Ambérieu-en-Bugey;71 RUE AEXANDRE BERARD;71 RUE AEXANDRE BERARD;FRANCE;
W011000307;ADULTES ET PARENTS D'ENFANTS DYS DE L'AIN(APEDYS-AIN);;;Rue Colbert;1500;Ambérieu-en-Bugey;Rue Colbert;Rue Colbert;FRANCE;
W011000308;LES ENFANTS D'ABORD;38;;Côte d'Yon;1510;Artemare;2 CHEMIN DES FRAMBOISIERS;2 CHEMIN DES FRAMBOISIERS;FRANCE;
W011000309;SOCIETE DE CHASSE DE CULOZ;;;;1350;Culoz;;  ;FRANCE;
W011000310;LOU & CO;;ALL;du 19 Mars 1962;1500;Saint-Maurice-de-Rémens;allée du 19 Mars 1962;allée du 19 Mars 1962;FRANCE;http://louandco.musicblog.fr
W011000311;"""LE RAYON DE SOLEIL""  CLUB DU 3EME AGE DE CHAZEY-SUR-AIN";;;;1150;Chazey-sur-Ain;;  ;FRANCE;
W011000312;OLD STOCK;;;Chez Barre;1500;Ambronay;;  Chez Barre;FRANCE;
W011000313;TOUS AU YOGA !;;;;1500;Ambérieu-en-Bugey;;  ;FRANCE;
W011000314;BLYES EN FLEURS;;;;1150;Blyes;267 CHEMIN DE L'HOPITAL;267 CHEMIN DE L'HOPITAL;FRANCE;
W011000315;COMITE D ANIMATION DE ROSSILLON;;;;1510;Rossillon;;  ;FRANCE;
W011000316;MOZAÏC'S;;;;1110;Aranc;Le Mont d'Aranc;Le Mont d'Aranc;FRANCE;
W011000317;MUSIQUES ET INTERPRETES;8;RUE;Perrod;69004;Lyon;8  RUE PERROD;8  RUE PERROD;FRANCE;musiques.interpretes@mac.com
W011000318;AMICALE DE LA JEUNESSE VONGNOISE;;;;1350;Vongnes;;  ;FRANCE;
W011000319;ARTS GRAPHIQUES DE LOYETTES (A.G.L.);456;RTE;de Loyettes;1150;Blyes;456  ROUTE DE LOYETTES;456  ROUTE DE LOYETTES;FRANCE;
W011000320;AMICALE CLAIRE FONTAINE;;;;1150;Saint-Vulbas;;  ;FRANCE;
W011000321;AMICALE DES SAPEURS-POMPIERS DE CULOZ;;;;1350;Culoz;104  RUE CLAUDIUS RICHARD;104  RUE CLAUDIUS RICHARD;FRANCE;
W011000322;SOCIETE  DE CHASSE DE SERRIERES DE BRIORD;;;;1470;Serrières-de-Briord;;  ;FRANCE;
W011000323;AMICALE DU PERSONNEL COMMUNAL DE SAINT-VULBAS;403;RUE;Claires Fontaines;1150;Saint-Vulbas;403 RUE CLAIRES FONTAINES;403 RUE CLAIRES FONTAINES;FRANCE;
W011000324;AMICALE CANINE SPORTIVE DE LOYETTES;11;RUE;Charles Pigeon;1360;Loyettes;11 rue Charles Pigeon;11 rue Charles Pigeon;FRANCE;
W011000325;ASSOCIATION DES PHILATELISTES ET COLLECTIONNEURS DU BUGEY;;;;1500;Ambérieu-en-Bugey;;  ;FRANCE;
W011000326;AVENIR EN  VALROMEY;;;;1260;Champagne-en-Valromey;;  ;FRANCE;
W011000327;ALPHEE RHONE-ALPES GROUPEMENT D'EMPLOYEURS POUR L'INSERTION ET LA QUALIFICATION MEDICO SOCIAL;10;PL;de la Halle;1150;Saint-Sorlin-en-Bugey;RUE PRINCIPALE;RUE PRINCIPALE;FRANCE;
W011000328;AMICALE CHASSE SUD ALBARINE;;;du hameau de Blanaz;1230;Saint-Rambert-en-Bugey;;  du hameau de Blanaz;FRANCE;
W011000329;SOCIETE DE CHASSE LA FRATERNELLE;;;;1680;Lompnas;;  ;FRANCE;
W011000330;SOCIETE COMMUNALE DE CHASSE DE CORMARANCHE EN BUGEY;;RTE;du stade;1110;Cormaranche-en-Bugey;177 A ROUTE DE SERVOIN;177 A ROUTE DE SERVOIN;FRANCE;
W011000331;LE RU DU GUA;;;;1150;Blyes;;  ;FRANCE;
W011000332;AMIS DE LA RESERVE NATURELLE DU MARAIS DE LAVOURS - BUGEY NATURE;;;;1350;Ceyzérieu;;  ;FRANCE;
W011000333;AIN, DOUDOU ET COMPAGNIE;2;PL;des Catalpas;1300;Belley;2  place des Catalpas;2  place des Catalpas;FRANCE;
W011000334;AMICALE DES SAPEURS POMPIERS DE COLOMIEU;;;;1300;Colomieu;;  ;FRANCE;
W011000335;VALORSE RALLYE TEAM;177;RUE;Dr. Magnin;1110;Hauteville-Lompnes;177  rue Dr. Magnin;177  rue Dr. Magnin;FRANCE;
W011000336;SECTION LOCALE DES ACCIDENTES DU TRAVAIL ET DES HANDICAPES DE ST RAMBERT EN BUGEY;;;;1230;Saint-Rambert-en-Bugey;;  ;FRANCE;
W011000337;FNATH- SECTION DU BUGEY (FEDERATION NATIONALE DES ACCIDENTES DU TRAVAIL ET DES HANDICAPES);29;RUE;du Docteur Charcot;1500;Saint-Denis-en-Bugey;29 rue du Docteur Charcot;29 rue du Docteur Charcot;FRANCE;
W011000338;FRATER'S CLUB INTERNATIONAL;15;CHEM1;en Martel;1500;Ambérieu-en-Bugey;15  chemin en Martel;15  chemin en Martel;FRANCE;
W011000339;BREGNIER BOUGE;;RUE;de la Mairie;1300;Brégnier-Cordon;RUE DE LA MAIRIE;RUE DE LA MAIRIE;FRANCE;
W011000340;MELTING POP;;RUE;Salvador Allendé;1500;Ambérieu-en-Bugey;RUE SALVADOR ALLENDE;RUE SALVADOR ALLENDE;FRANCE;
W011000341;ECOLE DE REFLEXOLOGIE ET DE VECTEURS ENERGETIQUES RHONE ALPES (ERVE-RHONE ALPES);45;RUE;Victor Hugo;1500;Saint-Denis-en-Bugey;45 RUE VICTOR HUGO;45 RUE VICTOR HUGO;FRANCE;
W011000342;CHORI'AL;;RUE;de l'Usine;1230;Argis;18 RUE NEUVE;18 RUE NEUVE;FRANCE;
W011000343;TERRE DU  CIEL - CULTURES ET SAGESSES DU MONDE;;;;71500;Bruailles;;  ;FRANCE;
W011000344;OFFICE DE TOURISME DE BELLEY BAS-BUGEY;34;;Grande Rue;1300;Belley;34  GRANDE RUE;34  GRANDE RUE;FRANCE;
W011000345;APCRB  - ASSOCIATION DES PRATICIENS CONTRACTUELS EN REANIMATION A BASTIA;110;RUE;des Mouettes;1500;Ambérieu-en-Bugey;110  RUE DES MOUETTES;110  RUE DES MOUETTES;FRANCE;
W011000346;LES POLYPHONIES DU PLATEAU;;RTE;d'Evosges;1110;Aranc;route d'Evosges;route d'Evosges;FRANCE;
W011000347;COMITE DU SECOURS POPULAIRE FRANCAIS DE BELLEY;434;AV;Hoff;1300;Belley;434  AVENUE HOFF;434  AVENUE HOFF;FRANCE;
W011000348;ARC EN CIEL - CORNILLON;38;RUE;des Otages;1230;Saint-Rambert-en-Bugey;38 rue des Otages;38 rue des Otages;FRANCE;
W011000349;LES VELOS RAILS DU BUGEY;4;AV;de la Gare;1300;Chazey-Bons;4  AVENUE DE LA GARE;4  AVENUE DE LA GARE;FRANCE;
W011000350;LES JOYEUX;;;;1640;L'Abergement-de-Varey;;  ;FRANCE;
W011000351;JEÛN'AIN;3;RUE;Pierre et Marie Curie;1500;Ambérieu-en-Bugey;3  RUE PIERRE ET MARIE CURIE;3  RUE PIERRE ET MARIE CURIE;FRANCE;
W011000352;AMICALE CLASSE EN 9 DE SAINT RAMBERT EN BUGEY;;RUE;du chauchay;1230;Torcieu;21 RUE PASTEUR;21 RUE PASTEUR;FRANCE;
W011000353;RESEAU EUROPEEN DE MUSIQUE ANCIENNE R.E.M.A.;;PL;Thollon;1500;Ambronay;PLACE THOLLON;PLACE THOLLON;FRANCE;
W011000354;JOUR DE FETE;;;;1500;Ambérieu-en-Bugey;;  ;FRANCE;
W011000355;BOWLING BALL BUGEY;;;ZAC de Juyères;1150;Vaux-en-Bugey;100 ROUTE DE LEYMENT;100 ROUTE DE LEYMENT;FRANCE;
W011000356;UNION COMMERCIALE ET ARTISANALE SANDENIENNE (U.C.A.S);29;RUE;du Docteur Charcot;1500;Saint-Denis-en-Bugey;15 RUE COURLANDON;15 RUE COURLANDON;FRANCE;
W011000357;LOISIRS ANIMATION-01;673;RUE;Saint Exupéry;1150;Lagnieu;373 RUE SAINT EXUPERY;373 RUE SAINT EXUPERY;FRANCE;
W011000358;LES ANCIENS ELEVES DE L'ECOLE DE L'ABERGEMENT;;;;1640;L'   Abergement-de-Varey;LES LIEVRES;LES LIEVRES;FRANCE;
W011000359;AMICALE DE RAPATRIEMENT DES CORPS DANS LE PAYS D'ORIGINE (A.R.C.P.O.);16bis;RUE;du carré;1500;Ambérieu-en-Bugey;16BIS  RUE DU CARRé;16BIS  RUE DU CARRé;FRANCE;
W011000360;AMICALE DES SAPEURS POMPIERS DE PEYRIEU;15;RUE;des Ecoles;1300;Peyrieu;15 rue des Ecoles;15 rue des Ecoles;FRANCE;
W011000361;HAUTEVILLE-LOMPNES 3 S (STAGES, SPORT, SANTE);185;CHEM1;des Lésines;1110;Hauteville-Lompnes;185 chemin des Lésines;185 chemin des Lésines;FRANCE;
W011000362;ASSOCIATION POUR LES LOISIRS ET LA JEUNESSE (A.L.J.);45;AV;Brillat Savarin;1500;Saint-Denis-en-Bugey;45 AVENUE BRILLAT SAVARIN;45 AVENUE BRILLAT SAVARIN;FRANCE;
